Customer ID,Recency,Frequency,Monetary
14802,438,2,1502.98
14803,162,3,845.55
14804,9,1,353.27
14805,15,7,1082.55
14806,75,2,303.43
14807,391,2,504.14
14808,40,8,2718.6
14809,621,2,686.76
14810,41,13,2354.03
14811,387,1,170.5
14812,599,1,178.85
14813,370,4,888.91
14814,581,1,154.21
14815,37,2,778.5
14816,197,1,271.85
14817,200,7,3959.86
14818,74,6,1153.56
14819,64,4,456.41
14820,21,9,1274.76
14821,367,7,1230.15
14822,485,1,157.7
14823,180,3,321.43
14824,10,10,4022.91
14825,4,24,4735.08
14826,582,2,385.2
14828,197,13,9839.46
14829,29,7,1455.87
14830,53,1,188.88
14831,680,3,1676.57
14832,630,1,322.69
14833,499,1,94.8
14834,18,7,2206.16
14835,529,2,297.0
14836,10,3,102.45
14837,90,9,3460.32
14838,423,2,769.92
14839,418,3,915.28
14840,268,2,362.71
14841,53,14,7163.0
14842,44,4,2824.69
14843,437,1,211.8
14844,64,10,6702.43
14845,600,1,150.0
14846,427,1,437.4
14847,149,3,1348.95
14848,405,1,310.56
14849,22,43,15407.61
14850,312,7,1770.96
14851,23,3,829.41
14852,58,18,6132.43
14853,24,5,1376.87
14854,78,11,4303.06
14855,119,7,6520.3
14856,36,3,1290.53
14857,60,7,3651.85
14858,506,1,180.75
14859,13,5,1705.64
14860,19,1,170.32
14861,52,10,1380.73
14862,26,2,841.2
14863,29,1,266.76
14865,7,4,92.52
14866,11,19,20746.54
14867,186,16,2952.06
14868,3,12,4184.01
14869,9,6,2778.14
14870,262,6,1838.95
14871,3,9,1228.17
14872,484,3,816.6
14873,210,2,854.13
14874,535,1,116.18
14875,108,3,2862.4
14876,521,2,256.7
14877,418,2,425.85
14878,13,25,4076.5
14879,685,1,185.06
14880,77,3,690.59
14881,20,1,255.4
14882,27,14,3546.65
14883,19,6,761.59
14884,669,1,120.6
14885,132,3,1598.12
14886,253,1,364.8
14887,79,1,1862.0
14888,207,1,369.2
14889,336,1,135.9
14890,254,3,817.25
14891,148,4,1106.73
14892,691,1,202.35
14893,10,3,1809.61
14894,85,3,1492.81
14895,8,38,25119.54
14896,205,8,1826.0
14897,8,8,3140.54
14898,23,14,3365.95
14899,395,1,1331.38
14900,522,1,13.92
14901,11,12,1919.0
14902,26,3,1035.62
14903,21,5,2795.33
14904,2,4,1630.49
14905,158,8,1971.39
14906,445,1,68.44
14907,3,16,5547.72
14908,74,2,381.9
14909,437,3,1404.68
14910,3,4,434.35
14911,1,398,291420.81
14912,17,6,1889.25
14913,36,8,4073.13
14915,91,11,1811.25
14916,71,8,3042.95
14917,597,2,1123.75
14918,116,9,5955.81
14919,539,1,359.35
14920,213,3,1607.17
14921,30,2,1316.07
14922,394,2,843.74
14923,51,1,749.1
14924,246,3,931.01
14926,382,2,359.4
14927,397,1,308.2
14928,628,1,223.91
14929,32,2,836.69
14930,109,6,5236.73
14931,5,5,1257.68
14932,366,2,666.13
14933,444,4,1770.0
14934,82,5,3503.5
14935,297,2,2849.83
14936,34,12,12410.81
14937,57,3,1621.88
14938,562,2,2322.43
14940,418,2,531.49
14941,579,1,182.1
14942,402,4,746.56
14943,663,1,107.62
14944,30,19,9784.67
14945,414,1,179.4
14946,14,1,100.9
14947,72,6,1049.79
14948,23,6,1101.97
14949,469,4,515.0
14950,19,1,371.2
14951,79,1,311.69
14952,60,32,17629.35
14953,25,4,971.32
14954,12,2,462.12
14955,733,1,163.77
14956,421,1,1325.0
14957,253,2,261.69
14958,147,6,941.99
14959,64,4,695.42
14960,8,2,221.27
14961,11,22,16410.15
14962,271,4,366.91
14963,10,12,3123.57
14964,247,1,206.21
14965,96,2,596.09
14966,15,6,1064.26
14967,50,6,1982.61
14968,30,2,501.24
14969,704,1,906.23
14970,68,12,4919.35
14971,35,3,1097.98
14972,128,2,145.07
14973,107,3,1314.45
14974,37,1,89.94
14975,57,2,472.39
14976,57,7,790.86
14977,726,1,31.93
14978,72,10,3112.19
14979,735,1,429.66
14980,737,1,150.68
14981,246,2,372.92
14982,572,1,237.78
14983,689,1,183.2
14984,19,6,1260.51
14985,198,2,292.01
14986,376,2,563.1
14987,16,8,1550.65
14988,212,7,2038.65
14989,662,1,342.4
14990,612,2,304.17
14991,430,1,314.67
14992,442,1,210.5
14993,564,1,36.13
14994,382,5,946.72
14995,39,2,231.98
14996,481,2,442.29
14997,46,4,776.6
14998,170,4,753.18
14999,593,1,129.48
15000,48,1,490.52
15001,394,2,199.11
15002,116,9,4138.08
15003,473,6,1027.03
15004,147,1,1220.77
15005,16,56,13754.58
15006,51,2,757.78
15007,159,1,156.91
15008,480,2,360.0
15009,12,3,1259.43
15010,36,1,308.94
15011,396,2,416.6
15012,54,3,646.26
15013,488,10,1610.82
15014,43,2,257.67
15015,501,13,2354.97
15016,173,5,620.89
15017,34,1,125.58
15018,39,3,496.21
15019,267,1,252.81
15020,379,1,198.47
15021,9,12,2500.59
15022,12,5,1133.44
15023,3,20,11578.65
15024,10,16,3559.39
15025,33,2,979.79
15026,80,5,1048.89
15027,31,10,3195.6
15028,8,6,962.94
15029,620,1,365.1
15030,72,8,1979.91
15031,4,14,3102.94
15032,256,8,11010.05
15033,5,10,2557.18
15034,16,14,8231.2
15035,90,1,252.73
15036,72,3,429.56
15037,376,2,397.76
15038,59,9,1146.53
15039,10,93,39141.48
15040,542,1,7.49
15041,170,2,289.4
15042,199,2,315.45
15043,31,6,2870.32
15044,19,35,16024.15
15045,152,2,735.66
15046,9,25,7623.79
15047,270,1,343.62
15048,65,4,381.0
15049,274,1,121.17
15050,25,5,4087.19
15051,23,9,3926.91
15052,319,1,207.73
15053,5,3,693.95
15054,12,2,302.1
15055,475,3,549.12
15056,520,1,113.65
15057,275,5,3255.96
15058,25,16,3387.58
15059,41,19,3491.2
15060,8,4,294.25
15061,4,127,126389.02
15062,71,8,2585.62
15063,213,1,370.8
15064,410,4,1254.41
15065,38,5,3326.86
15066,53,1,893.59
15067,78,5,3862.88
15068,46,4,1174.9
15069,179,1,1109.53
15070,373,3,737.05
15071,94,4,1455.56
15072,479,1,187.52
15073,10,8,2788.02
15074,105,3,1553.13
15075,78,1,773.03
15076,173,3,1447.74
15077,495,2,2428.08
15078,7,53,17286.73
15079,213,11,3625.4
15080,428,2,546.25
15081,22,12,1854.57
15082,669,1,93.35
15083,257,1,88.2
15084,380,2,965.2
15085,730,1,347.54
15086,565,2,218.53
15087,282,1,306.94
15088,21,2,1160.07
15089,10,6,2420.84
15090,308,1,381.32
15091,68,3,1046.61
15092,215,3,776.46
15093,18,23,13702.38
15094,463,2,83.0
15095,104,10,3141.64
15096,43,1,219.39
15097,4,3,908.35
15098,182,3,39916.5
15099,84,1,410.48
15100,334,7,2193.9
15101,9,6,1477.94
15102,531,2,554.67
15103,31,2,703.36
15104,197,2,993.54
15105,18,9,3094.91
15106,18,5,1422.52
15107,311,9,824.35
15108,142,4,1300.25
15109,246,3,983.1
15110,24,6,1505.85
15111,29,5,2442.37
15112,611,1,209.4
15113,10,3,3509.43
15114,30,12,3400.12
15115,18,2,531.85
15116,18,4,1352.75
15117,15,8,2485.97
15118,134,1,244.8
15119,246,1,266.4
15120,134,1,358.82
15121,50,2,457.72
15122,114,11,4487.27
15123,7,5,4656.17
15124,23,4,450.82
15125,25,24,17024.87
15126,537,2,449.49
15127,66,2,711.5
15128,60,5,1783.68
15129,50,23,6860.18
15130,170,1,330.11
15131,395,1,80.28
15132,18,5,977.93
15133,128,5,1806.9
15134,15,10,1596.29
15135,239,2,305.68
15136,3,4,1286.7
15137,521,2,823.4
15138,394,1,502.52
15139,240,2,178.96
15140,52,8,3243.69
15141,458,7,1388.47
15142,46,6,2619.92
15143,226,2,563.63
15144,8,29,12160.31
15145,4,4,1194.73
15146,165,2,1327.16
15147,240,1,623.5
15148,11,1,301.29
15149,134,5,1554.61
15150,17,13,8977.94
15151,423,2,2085.61
15152,10,14,5263.83
15153,31,1,329.25
15154,75,3,1343.72
15155,383,1,383.97
15156,1,3,961.49
15157,4,5,2654.11
15158,45,2,606.02
15159,2,34,22116.73
15160,357,4,589.27
15161,388,1,119.92
15162,731,1,312.9
15163,18,2,304.47
15164,69,9,2028.11
15165,373,1,487.75
15166,468,1,167.16
15167,321,5,1627.62
15168,26,1,106.56
15169,382,2,569.22
15170,407,1,81.15
15171,331,1,1289.5
15172,9,5,1624.05
15173,381,7,1494.6
15174,323,2,481.46
15175,72,1,224.14
15176,668,1,988.04
15177,426,1,948.93
15178,260,1,40.5
15179,18,13,7491.92
15180,367,3,816.93
15181,66,5,1200.2
15182,154,11,2998.95
15183,548,3,639.93
15184,29,4,685.39
15185,70,1,310.62
15186,14,5,1403.2
15187,2,16,4777.18
15188,725,1,310.43
15189,1,46,17524.38
15190,434,1,834.44
15191,463,3,588.05
15192,120,5,1666.39
15193,61,1,499.32
15194,3,28,12021.53
15195,3,1,3861.0
15196,433,2,313.7
15197,11,6,1877.51
15198,92,5,571.35
15199,59,10,3122.4
15200,495,1,549.05
15201,87,7,1842.95
15202,420,3,6001.49
15203,26,15,4400.18
15204,357,1,316.58
15205,85,2,653.24
15206,10,4,420.3
15207,416,3,683.92
15208,1,6,970.52
15209,730,1,178.98
15210,225,3,1176.19
15211,60,2,894.41
15212,241,2,208.28
15213,319,2,328.35
15214,2,8,1661.44
15215,47,7,2422.43
15216,88,2,486.09
15217,563,1,426.24
15218,11,22,11468.83
15219,176,2,685.45
15220,52,6,1778.96
15221,366,4,2062.2
15222,319,11,3550.91
15223,226,5,1417.95
15224,358,5,871.36
15225,234,1,409.4
15226,311,1,154.41
15227,37,9,2488.49
15228,66,6,5580.27
15229,586,1,160.5
15230,239,2,429.6
15231,621,1,250.26
15232,113,2,612.06
15233,401,1,59.4
15234,277,1,197.0
15235,218,16,2772.76
15236,299,1,321.05
15237,2,4,1412.32
15238,29,3,1071.99
15239,10,2,780.59
15240,45,12,4459.98
15241,67,11,3050.16
15242,422,1,302.04
15243,74,2,927.28
15244,65,3,912.08
15245,134,8,4610.84
15246,238,3,780.4
15247,122,3,976.06
15248,411,3,1893.93
15249,32,18,9266.0
15250,641,1,60.0
15251,9,21,20324.54
15252,36,5,2103.41
15253,16,8,2055.09
15254,127,3,1088.35
15255,67,9,3706.02
15256,149,2,170.4
15257,283,2,685.9
15258,169,2,623.16
15259,513,4,1182.38
15260,100,25,8767.73
15261,135,4,1508.0
15262,324,3,418.82
15263,107,1,156.51
15264,64,2,848.4
15265,151,4,3345.64
15266,338,5,852.21
15267,22,5,1717.36
15268,479,3,961.9
15269,24,3,1225.36
15270,16,21,8524.86
15271,7,24,4528.54
15272,57,6,2030.95
15273,600,1,228.96
15274,4,2,716.57
15275,38,1,615.14
15276,66,4,619.8
15277,47,2,476.34
15278,562,4,496.16
15279,355,5,1580.54
15280,172,3,397.52
15281,59,16,8543.57
15282,570,1,348.59
15283,390,3,148.33
15284,500,1,24.75
15285,408,1,94.92
15286,50,1,240.55
15287,22,5,856.03
15288,43,10,3715.38
15289,29,5,1593.09
15290,5,26,10496.28
15291,26,40,13517.76
15292,201,1,178.39
15293,666,1,247.5
15294,411,1,233.35
15295,654,1,207.04
15296,51,12,10323.03
15297,10,3,641.94
15298,2,23,9061.77
15299,67,10,6156.53
15300,64,1,496.44
15301,51,17,6909.67
15302,730,1,308.0
15303,290,3,1224.18
15304,61,9,796.4
15305,555,1,93.6
15306,64,9,3484.73
15307,96,1,205.3
15308,274,1,310.47
15309,611,4,797.96
15310,479,1,1634.64
15311,1,208,114966.42
15312,75,12,2930.19
15313,110,1,52.0
15314,199,3,820.45
15315,64,2,570.5
15316,327,1,165.0
15317,677,1,129.75
15318,4,1,312.62
15319,284,1,204.5
15320,44,1,267.13
15321,71,12,6709.73
15322,86,2,1390.86
15323,563,3,434.6
15324,701,1,140.22
15325,104,8,1601.46
15326,334,5,1700.52
15327,53,1,208.75
15328,408,1,107.24
15329,39,11,2958.83
15330,32,2,714.96
15331,500,3,767.91
15332,366,6,4892.68
15333,208,1,1028.56
15334,157,3,350.82
15335,54,1,170.22
15336,402,1,240.5
15337,411,1,373.02
15338,677,1,277.93
15339,66,7,1821.02
15340,562,1,105.5
15341,81,2,2402.72
15342,130,1,406.09
15343,87,1,364.5
15344,1,3,563.94
15345,46,1,393.54
15346,333,3,596.12
15347,366,4,1162.0
15348,72,1,158.04
15349,158,2,463.91
15350,373,2,547.6
15351,12,10,3430.22
15352,549,1,111.15
15353,255,7,2794.47
15354,603,3,284.4
15355,29,2,277.05
15356,31,13,3239.57
15358,5,42,16425.86
15359,663,8,181.35
15360,40,1,427.93
15361,362,4,689.07
15362,449,2,613.08
15363,373,2,678.11
15364,96,2,913.19
15365,26,13,4557.13
15366,75,7,2389.08
15367,57,11,5081.33
15368,21,2,722.74
15369,492,11,6251.26
15370,41,8,3739.01
15371,662,1,59.4
15372,137,8,6017.06
15373,8,17,3084.54
15374,129,2,307.32
15375,690,1,60.96
15376,40,3,1221.56
15377,383,4,1211.75
15378,463,2,246.5
15379,169,8,4877.84
15380,9,11,3248.96
15381,214,5,1890.57
15382,15,12,13733.55
15384,170,4,2027.79
15385,40,3,942.08
15386,186,1,394.14
15387,492,1,468.65
15388,270,1,140.54
15389,172,5,2733.8
15390,396,2,1216.66
15391,584,1,289.87
15392,5,7,2911.62
15393,16,5,891.34
15394,10,11,5286.8
15395,326,1,107.45
15396,113,2,796.38
15397,290,1,94.0
15398,16,2,1345.53
15399,1,3,815.77
15400,92,8,1302.3
15401,452,2,216.95
15402,149,6,1830.54
15403,492,2,170.88
15404,376,1,257.06
15405,189,2,659.84
15406,31,4,975.87
15407,34,4,1046.74
15408,264,1,267.18
15409,721,1,131.25
15410,84,10,4685.72
15411,26,4,1348.93
15412,171,1,190.53
15413,692,5,6798.72
15414,10,3,774.9
15415,313,1,559.61
15416,65,7,4572.82
15417,85,1,508.8
15418,425,2,449.42
15419,25,1,135.86
15420,434,6,743.0
15421,59,10,3805.34
15422,323,7,1619.97
15423,38,3,266.89
15424,254,3,597.78
15425,400,4,1941.12
15426,19,9,2156.35
15427,33,3,1430.54
15428,15,4,762.75
15429,27,2,397.35
15430,468,2,954.75
15431,503,1,153.24
15432,23,2,320.76
15433,214,2,533.3
15434,8,11,2567.06
15435,22,1,149.29
15436,12,3,1067.75
15437,262,2,393.45
15438,131,1,156.58
15439,405,4,1269.05
15440,55,3,383.68
15441,396,3,1254.21
15442,249,1,594.0
15443,2,14,5114.23
15444,9,2,1411.21
15445,264,2,284.5
15446,377,3,399.75
15447,331,5,492.88
15448,313,2,788.81
15449,26,3,974.52
15450,30,1,429.84
15451,434,2,226.86
15452,30,6,1785.11
15453,2,7,1371.77
15454,362,2,305.99
15455,598,1,38.25
15456,283,10,2091.52
15457,262,1,237.07
15458,25,2,370.44
15459,417,2,202.83
15460,354,1,214.26
15461,461,2,429.7
15462,94,4,737.05
15463,29,1,126.14
15464,338,1,1044.65
15465,20,32,12100.4
15466,85,4,1560.46
15467,9,3,524.88
15468,51,3,1430.48
15469,50,3,874.25
15470,576,1,63.42
15471,2,3,1292.01
15472,113,1,371.56
15473,14,8,2046.0
15474,596,1,150.35
15475,77,1,454.11
15476,380,4,2209.98
15477,650,1,368.4
15478,40,3,1983.48
15479,733,1,147.4
15480,116,5,6279.0
15481,401,1,1993.34
15482,16,19,14417.36
15483,161,10,817.82
15484,1,6,4652.1
15485,30,7,4810.92
15486,527,1,102.0
15487,680,1,231.32
15488,93,5,431.92
15489,23,8,2419.61
15490,430,1,210.85
15491,95,6,3100.09
15492,28,2,659.46
15493,33,9,4121.68
15494,21,5,3702.6
15495,379,1,246.5
15496,631,1,146.14
15497,18,9,8657.39
15498,3,44,24972.86
15499,724,1,158.65
15500,8,4,1131.56
15501,405,2,399.95
15502,16,14,13003.87
15503,363,2,257.3
15504,81,4,402.7
15505,53,5,3610.96
15506,23,6,2030.33
15507,172,1,475.86
15508,189,6,1000.27
15509,380,1,152.41
15510,331,1,250.0
15511,12,5,900.53
15512,156,4,331.58
15513,33,35,26437.05
15514,12,18,6392.06
15515,387,1,171.81
15516,45,3,62.43
15517,233,1,267.03
15518,64,15,4189.99
15519,383,2,344.61
15520,2,1,343.5
15521,40,16,7098.24
15522,33,2,397.99
15523,84,16,17259.19
15524,25,2,591.4
15525,2,4,890.22
15526,33,2,148.44
15527,19,23,5554.89
15528,254,1,229.33
15529,23,12,4783.66
15530,22,5,1808.68
15531,8,2,1972.39
15532,25,10,3738.85
15533,19,3,807.57
15534,726,1,162.25
15535,173,6,1044.37
15536,409,1,259.09
15537,163,1,110.92
15538,538,6,3358.4
15539,7,1,538.46
15540,11,2,460.68
15541,114,1,85.13
15542,512,3,855.71
15543,288,2,242.26
15544,9,20,7807.89
15545,54,2,288.97
15546,607,2,1079.1
15547,7,26,10057.05
15548,596,1,158.09
15549,77,8,2334.16
15550,4,12,2211.05
15551,37,7,1679.81
15552,217,2,252.52
15553,60,1,428.93
15554,278,1,217.2
15555,12,36,11243.91
15556,24,1,279.77
15557,29,1,468.91
15558,639,1,202.68
15559,568,1,1109.4
15560,398,2,153.52
15561,12,8,1934.39
15562,352,3,671.43
15563,22,7,2859.46
15564,463,2,70.74
15565,50,2,173.16
15566,393,2,227.87
15567,19,1,186.01
15568,3,3,758.29
15569,104,10,3583.45
15570,7,25,8736.49
15571,12,14,3892.35
15572,5,10,3965.2
15573,32,5,1188.42
15574,178,6,1101.44
15575,620,1,30.1
15576,38,1,921.37
15577,151,5,396.03
15578,162,1,127.1
15579,69,5,1250.63
15580,377,8,1375.39
15581,121,38,7480.4
15582,25,3,682.91
15583,376,1,95.96
15584,24,6,1268.2
15585,177,1,455.3
15586,593,3,1139.1
15587,50,7,1522.08
15588,678,1,579.6
15589,256,3,478.53
15590,382,5,1496.6
15591,583,3,217.9
15592,47,1,388.58
15593,71,1,199.8
15594,16,5,1771.78
15595,488,1,357.6
15596,101,9,2727.72
15597,35,2,563.37
15598,53,2,548.02
15599,27,3,1250.06
15600,428,4,1199.31
15601,11,30,14191.74
15602,8,16,3137.96
15603,79,2,88.48
15604,52,1,216.39
15605,36,9,1741.95
15606,61,17,5230.99
15607,337,9,1708.97
15608,28,5,1785.98
15609,184,1,298.48
15610,52,1,112.46
15611,10,26,2997.28
15612,36,2,195.15
15613,610,1,433.72
15614,438,4,3147.36
15615,10,47,21373.97
15616,438,1,317.11
15617,396,3,828.55
15618,33,4,776.85
15619,11,1,336.4
15620,57,4,1942.36
15621,4,4,1293.03
15622,43,17,7852.61
15623,141,8,2437.05
15624,117,4,588.13
15625,104,9,3236.4
15626,75,3,1067.52
15627,457,2,566.9
15628,5,17,5333.08
15629,450,4,2240.9
15630,45,3,1481.4
15631,642,1,596.67
15632,16,8,3285.31
15633,509,13,4335.96
15634,17,2,554.65
15635,396,1,100.35
15636,90,4,1444.58
15637,53,5,797.59
15638,379,6,2265.2
15639,134,3,1065.08
15640,4,29,23494.31
15641,105,12,5345.55
15642,730,1,105.78
15643,192,3,664.0
15644,166,4,803.54
15645,19,3,1055.17
15646,158,5,784.81
15647,415,1,169.0
15648,204,2,639.5
15649,336,4,1660.35
15650,522,2,553.88
15651,37,5,1259.06
15652,91,5,1405.94
15653,93,2,877.44
15654,9,2,922.53
15655,243,1,560.67
15656,45,4,748.5
15657,23,1,30.0
15658,190,8,2117.27
15659,44,3,532.49
15660,25,15,2603.69
15661,317,8,1215.95
15662,661,2,283.73
15663,106,1,138.14
15664,51,4,1254.03
15665,168,5,3987.07
15666,472,2,632.94
15667,40,1,301.32
15668,218,1,76.32
15669,40,4,684.34
15670,297,2,325.2
15671,19,7,2657.13
15672,725,1,45.3
15673,88,9,6204.32
15674,73,13,6948.23
15675,81,4,542.04
15676,19,3,3435.76
15677,49,3,1305.63
15678,53,3,1825.94
15679,24,4,781.28
15680,9,10,4028.69
15681,25,14,2989.7
15682,599,2,318.24
15683,117,2,524.54
15684,547,3,173.95
15685,450,1,55.98
15686,420,1,90.0
15687,9,9,2993.1
15688,419,1,190.57
15689,120,3,521.03
15690,4,2,239.76
15691,252,4,571.3
15692,28,1,191.04
15693,659,1,37.5
15694,1,24,9978.48
15695,267,4,1131.04
15696,33,13,3881.22
15697,690,1,246.75
15698,624,1,46.2
15699,18,1,309.65
15700,172,2,696.68
15701,2,4,1529.0
15702,476,2,140.39
15703,265,1,211.5
15704,140,6,3734.66
15705,201,1,143.1
15706,64,4,1060.56
15707,35,4,916.98
15708,41,9,3887.15
15709,284,2,327.85
15710,417,1,898.87
15711,557,2,420.25
15712,9,12,3472.41
15713,143,4,839.64
15714,12,5,783.96
15715,556,5,658.02
15716,146,11,2485.26
15717,234,5,607.0
15718,540,1,293.79
15719,33,31,10195.97
15720,24,2,739.22
15721,12,1,471.4
15722,36,11,5234.0
15723,365,4,930.7
15724,201,3,310.85
15725,15,1,415.25
15726,390,1,321.91
15727,17,15,9371.71
15728,380,2,544.6
15729,213,3,192.55
15730,66,5,1726.58
15731,554,1,125.3
15732,212,10,1543.97
15733,283,1,162.3
15734,115,4,2263.3
15735,421,1,327.68
15736,435,2,1767.12
15737,15,8,1188.12
15738,19,41,13043.32
15739,66,1,449.12
15740,49,1,154.88
15741,458,2,208.62
15742,619,1,156.87
15743,16,4,775.96
15744,78,1,34.8
15745,19,4,1094.59
15746,134,1,196.88
15747,13,9,2499.81
15748,40,3,609.81
15749,235,3,44534.3
15750,3,18,6452.99
15751,461,11,1380.44
15752,40,9,3924.91
15753,305,1,79.2
15754,51,9,3037.61
15755,10,17,5993.12
15756,61,4,528.01
15757,66,6,2940.36
15758,25,1,205.25
15759,218,7,830.93
15760,631,2,13916.34
15761,443,1,143.05
15762,65,2,583.75
15763,32,2,1086.92
15764,88,8,4503.08
15765,667,1,370.63
15766,64,3,831.06
15768,116,34,15308.89
15769,7,46,88612.52
15770,613,1,321.45
15771,604,3,1006.54
15772,418,1,280.88
15773,6,2,774.52
15774,69,6,1288.34
15775,245,2,150.5
15776,133,1,241.62
15777,241,7,1762.61
15778,431,1,307.95
15779,463,2,124.08
15780,184,3,475.28
15781,25,3,345.46
15782,10,4,4014.1
15783,11,1,246.3
15784,468,2,848.33
15785,33,16,5969.93
15786,46,5,8501.62
15787,26,3,933.26
15788,509,1,221.83
15789,358,6,1962.01
15790,10,1,218.75
15791,44,5,3608.34
15792,400,2,933.84
15793,15,8,2399.57
15794,736,2,777.0
15795,150,8,1979.87
15796,1,17,5171.63
15797,113,6,2821.08
15798,493,3,1535.37
15799,76,4,1421.34
15800,107,7,1227.07
15801,46,3,1063.95
15802,143,1,451.42
15803,51,4,1929.66
15804,1,13,4206.39
15805,23,30,10148.93
15806,46,3,784.58
15807,50,5,1817.52
15808,306,21,17180.25
15809,36,7,1274.44
15810,79,8,2999.04
15811,22,7,3486.15
15812,107,12,5201.47
15813,208,2,1303.91
15814,17,6,2634.44
15815,64,5,2100.6
15816,542,2,144.15
15817,421,3,2766.4
15818,588,1,340.5
15819,49,10,3934.79
15820,320,1,206.98
15821,44,2,570.96
15822,3,6,1840.06
15823,372,3,3882.17
15824,453,2,890.94
15825,172,1,532.94
15826,56,4,2598.28
15827,73,28,3603.14
15828,375,1,1108.82
15829,99,2,636.14
15830,38,1,576.0
15831,58,3,794.64
15832,254,1,836.79
15833,738,1,80.4
15834,70,7,3764.39
15835,44,4,954.09
15836,50,1,137.37
15837,65,2,777.01
15838,11,34,73205.5
15839,33,3,1048.49
15840,59,2,355.56
15841,73,9,2742.41
15842,393,2,548.8
15843,304,1,118.95
15844,46,1,130.74
15845,18,11,4426.28
15846,385,1,107.01
15847,38,5,822.57
15848,622,1,137.99
15850,19,6,1006.75
15851,527,1,109.73
15852,187,3,257.26
15853,52,1,110.8
15854,4,21,5578.28
15855,137,6,1052.72
15856,4,52,32275.95
15857,19,2,570.48
15858,16,13,3552.41
15859,432,1,438.46
15860,41,17,2361.3
15861,12,12,4369.2
15862,8,13,2512.29
15863,26,5,355.1
15864,22,7,2180.76
15865,41,5,2241.42
15866,101,1,211.89
15867,5,31,8923.3
15868,583,1,94.53
15869,277,3,321.11
15870,33,4,857.46
15871,437,1,33.1
15872,15,4,729.25
15873,500,4,313.92
15874,64,21,11284.76
15875,646,1,108.52
15876,409,2,1449.14
15877,2,2,490.33
15878,562,2,330.77
15879,404,4,1137.8
15880,369,1,329.03
15881,312,5,501.39
15882,199,8,1124.66
15883,2,2,396.48
15884,432,2,244.6
15885,93,15,1951.82
15886,60,4,1052.87
15887,407,3,1027.15
15888,81,3,429.16
15889,157,8,1427.6
15890,395,5,535.65
15891,227,1,511.68
15892,669,1,128.2
15893,482,1,305.28
15894,253,2,258.25
15895,150,1,179.17
15897,194,2,208.59
15898,1,25,4996.45
15899,369,1,56.25
15900,24,4,886.57
15901,17,7,687.72
15902,380,1,145.01
15903,10,12,8939.84
15904,8,1,164.68
15905,543,1,114.69
15906,20,10,2530.19
15907,4,3,882.72
15908,491,2,758.62
15909,174,1,191.94
15910,1,15,2661.17
15911,624,8,1700.24
15912,178,9,1074.7
15913,534,1,6.3
15914,378,2,205.99
15915,402,1,364.45
15916,16,13,3145.24
15917,248,5,530.17
15918,191,3,582.88
15919,20,2,525.69
15920,154,9,569.14
15921,173,4,775.26
15922,373,1,369.5
15923,373,1,127.08
15924,731,1,102.82
15925,194,1,207.15
15926,542,1,134.44
15927,647,1,106.54
15928,656,1,293.53
15929,644,1,594.0
15930,67,1,426.63
15931,428,1,239.9
15932,4,8,2495.87
15933,21,3,1107.46
15934,418,2,2190.66
15935,239,2,416.86
15936,379,2,282.79
15937,64,1,145.35
15938,112,9,734.81
15939,90,16,9060.39
15940,311,1,35.8
15941,637,1,405.0
15942,134,1,337.44
15943,650,2,271.29
15944,277,4,2164.24
15945,365,4,646.27
15946,503,3,2304.18
15947,83,1,1708.24
15948,8,3,1509.09
15949,17,2,364.72
15950,32,10,7120.91
15951,9,3,1013.17
15952,34,4,781.91
15953,15,18,3440.34
15954,589,1,190.75
15955,24,22,8085.98
15956,551,2,617.6
15957,32,3,921.25
15958,74,4,462.12
15959,682,3,542.89
15960,374,4,410.95
15961,379,1,451.29
15962,449,1,289.48
15963,20,2,470.76
15964,663,1,269.21
15965,17,13,2771.94
15966,451,1,426.53
15967,23,12,2966.0
15968,388,1,404.55
15969,3,5,1127.05
15970,304,2,1017.32
15971,18,18,5902.83
15972,456,5,1769.33
15973,367,3,680.62
15974,39,7,3442.15
15975,84,1,371.01
15976,165,6,1694.41
15977,17,2,1054.73
15978,77,3,3279.42
15979,603,1,329.22
15980,89,7,6543.68
15981,25,21,9362.77
15982,605,1,324.51
15983,22,8,3110.37
15984,3,30,8393.02
15985,123,7,2715.28
15986,30,2,354.42
15987,12,8,1535.99
15988,19,3,738.89
15989,376,2,368.31
15990,44,7,1997.75
15991,534,1,150.55
15992,4,3,896.6
15993,9,7,2777.67
15994,55,3,1175.68
15995,414,1,694.54
15996,88,7,1386.4
15998,37,16,8274.14
15999,736,1,20.4
16000,3,3,12393.7
16001,381,1,583.39
16002,625,1,169.21
16003,30,10,5613.83
16004,475,5,2146.39
16005,12,10,2365.49
16006,211,2,332.82
16007,48,7,3053.06
16008,24,15,5339.13
16009,22,4,972.11
16010,246,11,1694.86
16011,8,29,5601.01
16012,35,5,2978.59
16013,4,84,56078.44
16014,38,5,1100.28
16015,4,3,704.55
16016,3,11,2083.4
16017,47,5,1545.58
16018,39,4,698.13
16019,47,27,17329.16
16020,17,3,851.01
16021,395,2,487.03
16022,260,1,602.63
16023,46,3,719.81
16024,12,3,483.99
16025,30,1,439.66
16026,43,1,236.09
16027,92,15,2048.36
16028,596,1,82.2
16029,39,107,117763.62
16030,310,1,331.24
16031,92,2,547.9
16032,456,6,1965.72
16033,6,27,10608.81
